Country,Date,Vaccine_Manufacturer,Total_Vaccinations,CountrywiseTotalVaccination,Percentage_of_Vaccination_2,Total_Percentage_of_Vaccination_2,Protection_from_Severe_Disease_Alpha_Ancestral,Protection_from_Infection_Alpha_Ancestral,Protection_from_Severe_Disease_Beta_Gamma_Delta,Protection_from_Infection_Beta_Gamma_Delta,Protection_from_Severe_Disease_Omicron,Protection_from_Infection_Omicron,Omicorn_Severe_Disease_Efficacy,Omicorn_Infection_Efficacy,Alpha_Ancestral_Severe_Disease_Efficacy,Alpha_Ancestral_Infection_Efficacy,Beta_Gamma_Delta_Severe_Disease_Efficacy,Beta_Gamma_Delta_Infection_Efficacy,Total_Omicorn_Severe_Disease_Efficacy,Total_Omicorn_Infection_Efficacy,Total_Alpha_Ancestral_Severe_Disease_Efficacy,Total_Alpha_Ancestral_Infection_Efficacy,Total_Beta_Gamma_Delta_Severe_Disease_Efficacy,Total_Beta_Gamma_Delta_Infection_Efficacy,Susceptible_BreakOut_for_Omicorn_Severe_Disease,Susceptible_BreakOut_for_Omicorn_Infection,Susceptible_BreakOut_for_Alpha_Ancestral_Severe_Disease,Susceptible_BreakOut_for_Alpha_Ancestral_Infection,Susceptible_BreakOut_for_Beta_Gamma_Delta_Severe_Disease,Susceptible_BreakOut_for_Beta_Gamma_Delta_Infection
Ukraine,2021-11-15,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-11-16,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-11-17,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-11-18,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-11-19,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-11-20,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-11-21,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-11-22,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-11-23,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-11-24,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-11-25,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-11-26,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-11-27,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-11-28,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-11-29,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-11-30,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-12-01,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-12-02,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-12-03,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-12-04,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-12-05,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-12-06,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-12-07,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-12-08,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-12-09,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-12-10,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-12-11,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-12-12,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-12-13,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-12-14,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-12-15,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-12-16,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-12-17,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-12-18,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-12-19,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-12-20,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-12-21,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-12-22,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-12-23,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-12-24,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-12-25,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-12-26,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-12-27,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-12-28,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-12-29,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-12-30,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-12-31,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-01-01,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-01-02,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-01-03,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-01-04,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-01-05,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-01-06,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-01-07,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-01-08,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-01-09,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-01-10,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-01-11,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-01-12,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-01-13,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-01-14,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-01-15,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-01-16,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2022-01-17,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
